Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,AIAN,Asian,Black,Highly.Rural,Hispanic,Men,Missing,Mood.Anxiety,Multirace,NHOPI,No.Mental.Health,Other.Mental.Health,Other.Rural,PTSD,Serious.Mental.Illness,Substance.Abuse,Unknown,Urban,White,Women,X18.44,X45.64,X65.,X65.74,X75.84,X85.
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,URINARY,Urinary Symptoms - Other ,NA,NA,NA,NA,NA,NA,NA,34293,NA,NA,72221,1729,NA,5304,8328,3265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,URINARY,Urinary Conditions - Other ,NA,NA,NA,NA,NA,NA,NA,39597,NA,NA,91981,2096,NA,5793,10777,5094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Male genital disorders ,NA,NA,NA,NA,NA,NA,NA,152836,NA,NA,463646,7691,NA,26989,32131,16657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,STIs ,NA,NA,NA,NA,NA,NA,NA,12840,NA,NA,18597,820,NA,2166,3585,1659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Vaginitis/ cervicitis/ and other pelvic inflammatory conditions ,NA,NA,NA,NA,NA,NA,NA,7752,NA,NA,7398,389,NA,571,2174,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Cervical Dysplasia/ASCUS ,NA,NA,NA,NA,NA,NA,NA,3270,NA,NA,3630,184,NA,277,714,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Endometriosis ,NA,NA,NA,NA,NA,NA,NA,1602,NA,NA,1274,77,NA,156,363,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Menstrual disorders ,NA,NA,NA,NA,NA,NA,NA,9926,NA,NA,10148,487,NA,886,2341,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Fibroids ,NA,NA,NA,NA,NA,NA,NA,2770,NA,NA,3863,181,NA,231,658,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,"Ovarian cyst at least once, FY13",NA,NA,NA,NA,NA,NA,NA,2049,NA,NA,1922,107,NA,228,432,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Polycystic ovaries ,NA,NA,NA,NA,NA,NA,NA,1289,NA,NA,1154,70,NA,127,283,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Benign Gynecologic Neoplasms - Other ,NA,NA,NA,NA,NA,NA,NA,1053,NA,NA,1293,41,NA,73,264,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Prolapse of female genital organs ,NA,NA,NA,NA,NA,NA,NA,1126,NA,NA,1311,40,NA,70,297,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Female Reproductive Organ Disorders - Other ,NA,NA,NA,NA,NA,NA,NA,14576,NA,NA,17218,789,NA,1353,3440,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Sexual Dysfunction ,NA,NA,NA,NA,NA,NA,NA,114511,NA,NA,240894,5753,NA,25878,21840,15928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Contraceptive Care Management ,NA,NA,NA,NA,NA,NA,NA,12324,NA,NA,14991,837,NA,1537,2510,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Infertility ,NA,NA,NA,NA,NA,NA,NA,1385,NA,NA,1637,73,NA,194,294,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Menopausal disorders ,NA,NA,NA,NA,NA,NA,NA,10617,NA,NA,12637,507,NA,677,2673,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Miscarriage ,NA,NA,NA,NA,NA,NA,NA,325,NA,NA,450,21,NA,36,60,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Ectopic pregnancy ,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,184,BT,NA,17,20,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy or Delivery - Normal ,NA,NA,NA,NA,NA,NA,NA,2870,NA,NA,5030,198,NA,379,491,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy with Obstetrical Complications or Prolonged ,NA,NA,NA,NA,NA,NA,NA,2494,NA,NA,4085,152,NA,299,529,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy complicated by DM ,NA,NA,NA,NA,NA,NA,NA,244,NA,NA,391,13,NA,26,51,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy complicated by HTN ,NA,NA,NA,NA,NA,NA,NA,255,NA,NA,495,15,NA,35,55,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy Complicated by Other Medical Conditions ,NA,NA,NA,NA,NA,NA,NA,1085,NA,NA,1439,59,NA,130,228,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,BREAST,Breast Conditions/Benign or Unknown ,NA,NA,NA,NA,NA,NA,NA,11559,NA,NA,15616,635,NA,1475,3015,899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,BREAST,Breast conditions abnormal radiologic findings ,NA,NA,NA,NA,NA,NA,NA,1421,NA,NA,1777,58,NA,112,389,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Cancer - Cervical,NA,NA,NA,NA,NA,NA,NA,433,NA,NA,460,29,NA,31,123,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Cancer - Uterine ,NA,NA,NA,NA,NA,NA,NA,221,NA,NA,371,18,NA,19,65,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Cancer - Ovarian ,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,326,15,NA,11,62,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Cancer - Female Reproductive - Other ,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,148,BT,NA,BT,38,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Carcinoma in Situ - Cervical ,NA,NA,NA,NA,NA,NA,NA,290,NA,NA,306,18,NA,21,66,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Carcinoma in Situ - Female Reproductive - Other,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,82,BT,NA,BT,17,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Cancer - Breast ,NA,NA,NA,NA,NA,NA,NA,3088,NA,NA,5305,150,NA,214,713,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,"Carcinoma in Situ - Breast, Ductal or Lobular ",NA,NA,NA,NA,NA,NA,NA,262,NA,NA,359,11,NA,14,56,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Lymphomas,NA,NA,NA,NA,NA,NA,NA,5896,NA,NA,17654,314,NA,860,1001,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Leukemias ,NA,NA,NA,NA,NA,NA,NA,3796,NA,NA,15035,225,NA,594,716,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Multiple myeloma ,NA,NA,NA,NA,NA,NA,NA,1315,NA,NA,5041,104,NA,228,241,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Cancer - Brain/Nervous System ,NA,NA,NA,NA,NA,NA,NA,1145,NA,NA,2159,65,NA,134,301,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Cancer - Head and Neck ,NA,NA,NA,NA,NA,NA,NA,7680,NA,NA,20619,472,NA,1321,1392,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Cancer - Thyroid ,NA,NA,NA,NA,NA,NA,NA,2109,NA,NA,4868,111,NA,334,486,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Cancer - Bronchopulmonary ,NA,NA,NA,NA,NA,NA,NA,9994,NA,NA,29187,528,NA,1487,2135,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Cancer - Esophagus ,NA,NA,NA,NA,NA,NA,NA,1547,NA,NA,4319,89,NA,250,283,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Cancer - Gastric,NA,NA,NA,NA,NA,NA,NA,886,NA,NA,2512,47,NA,141,190,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Cancer - Colorectal ,NA,NA,NA,NA,NA,NA,NA,9485,NA,NA,37059,569,NA,1622,1873,1654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Cancer - Anal ,NA,NA,NA,NA,NA,NA,NA,316,NA,NA,620,19,NA,32,78,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER, Cancer - Hepatobiliary,NA,NA,NA,NA,NA,NA,NA,2497,NA,NA,4425,133,NA,390,669,1155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Cancer - Pancreatic ,NA,NA,NA,NA,NA,NA,NA,1060,NA,NA,2942,46,NA,164,226,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Cancer - Renal ,NA,NA,NA,NA,NA,NA,NA,5129,NA,NA,14998,267,NA,908,988,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Cancer - Bladder ,NA,NA,NA,NA,NA,NA,NA,8495,NA,NA,33383,452,NA,1478,1381,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Cancer - Prostate ,NA,NA,NA,NA,NA,NA,NA,45564,NA,NA,199067,2627,NA,9350,7362,6436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Cancer - Testicular ,NA,NA,NA,NA,NA,NA,NA,971,NA,NA,2268,57,NA,154,246,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Cancer - Bone/Connective Tissue ,NA,NA,NA,NA,NA,NA,NA,1077,NA,NA,2577,56,NA,167,225,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Melanoma ,NA,NA,NA,NA,NA,NA,NA,7647,NA,NA,27426,441,NA,1569,1196,823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Carcinoma in Situ - Other ,NA,NA,NA,NA,NA,NA,NA,1070,NA,NA,3029,65,NA,207,238,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,CANCER,Cancer - Other and Unspecified Primary ,NA,NA,NA,NA,NA,NA,NA,19005,NA,NA,49374,1161,NA,2768,4175,3755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Anemia ,NA,NA,NA,NA,NA,NA,NA,99396,NA,NA,247139,4923,NA,14110,26856,18061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Thrombocytopenia ,NA,NA,NA,NA,NA,NA,NA,16966,NA,NA,36188,794,NA,2513,5293,4897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Coagulation and hemorrhagic disorders ,NA,NA,NA,NA,NA,NA,NA,9667,NA,NA,18900,499,NA,1385,2511,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Hematologic/Immunologic Conditions - Other ,NA,NA,NA,NA,NA,NA,NA,33468,NA,NA,69333,1549,NA,5060,9508,7241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,MUSCULOSKELETAL,Connective Tissue Disease ,NA,NA,NA,NA,NA,NA,NA,5062,NA,NA,8744,243,NA,621,867,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,MUSCULOSKELETAL,Rheumatoid Arthritis and Related Disease ,NA,NA,NA,NA,NA,NA,NA,10858,NA,NA,31569,504,NA,1753,1685,1153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,MUSCULOSKELETAL,Inflammatory Spondyloarthropathies ,NA,NA,NA,NA,NA,NA,NA,6569,NA,NA,9426,260,NA,913,1213,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,MUSCULOSKELETAL,Polymyalgia Rheumatica,NA,NA,NA,NA,NA,NA,NA,1476,NA,NA,6180,87,NA,218,173,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,MUSCULOSKELETAL,Vasculitis ,NA,NA,NA,NA,NA,NA,NA,891,NA,NA,2191,38,NA,127,188,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,MUSCULOSKELETAL,Gout/Crystal Arthropathies,NA,NA,NA,NA,NA,NA,NA,41608,NA,NA,148183,2344,NA,8764,7311,9068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Cervical ,NA,NA,NA,NA,NA,NA,NA,112890,NA,NA,136953,5049,NA,18748,23297,9672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Lumbosacral ,NA,NA,NA,NA,NA,NA,NA,328752,NA,NA,497050,15641,NA,61626,68264,32466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Other/Unspecified ,NA,NA,NA,NA,NA,NA,NA,151113,NA,NA,199010,6675,NA,25605,32839,13701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Upper Extremity,NA,NA,NA,NA,NA,NA,NA,166768,NA,NA,287106,8903,NA,32226,32998,18536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Lower Extremity ,NA,NA,NA,NA,NA,NA,NA,266382,NA,NA,499024,14678,NA,51880,56282,29125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Unspecified or Multiple Joints ,NA,NA,NA,NA,NA,NA,NA,234594,NA,NA,496011,11125,NA,43989,47992,25068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,MUSCULOSKELETAL,Foot deformities ,NA,NA,NA,NA,NA,NA,NA,48118,NA,NA,95836,2688,NA,9392,11932,5144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,MUSCULOSKELETAL,Fracture - hip ,NA,NA,NA,NA,NA,NA,NA,2886,NA,NA,5030,140,NA,336,911,675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,MUSCULOSKELETAL,Fracture - Other ,NA,NA,NA,NA,NA,NA,NA,36565,NA,NA,50823,1727,NA,5644,10594,6652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,MUSCULOSKELETAL,Osteomyelitis/Infectious Arthritis ,NA,NA,NA,NA,NA,NA,NA,6563,NA,NA,11326,342,NA,796,1807,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,MUSCULOSKELETAL,Amputation ,NA,NA,NA,NA,NA,NA,NA,10134,NA,NA,23186,582,NA,1788,2181,1574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,MUSCULOSKELETAL,Myasthenia Gravis/Myoneuronal Disorders,NA,NA,NA,NA,NA,NA,NA,1185,NA,NA,3761,44,NA,127,177,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,MUSCULOSKELETAL,"Myalgia/Myositis, unspecified ",NA,NA,NA,NA,NA,NA,NA,34360,NA,NA,28242,1248,NA,4373,7419,1553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13 ",SMI by Conditions,Conditions,MUSCULOSKELETAL,Musculoskeletal conditions - Other ,NA,NA,NA,NA,NA,NA,NA,135257,NA,NA,241810,7035,NA,22623,31487,14999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
